,T_in,P_in,M_in,P_out,Power_Output,T_out
106,449.4470572067677,24723008.49018003,68.67842842932617,24679011.2,0.0145835471,449.243103
107,385.50644782472125,24033303.53524281,151.40902179416898,22102269.3,1.33601983,376.40112
108,506.38830201472314,28959577.487002727,134.390118539664,15914608.8,9.80129111,437.777017
109,86.07379434191827,23750811.72487679,70.96066467575396,7505645.48,1.78988667,31.8462081
110,521.2802504768262,25238569.435527902,67.70792762242101,19610109.7,2.20242451,491.473219
111,295.66414513514235,29401552.340394694,152.99892877885895,9971142.14,12.5016509,192.562838
112,131.3360935597947,16379781.252042154,60.69284661031517,11120197.6,1.05953872,98.8652536
113,399.3180322837965,23870346.012587406,81.52617175611202,15211416.8,3.78988046,351.260363
114,516.7523350989741,19760993.540991787,92.79372688448453,7766112.93,10.2430544,413.836797
115,267.6908983287321,21838986.23385437,121.20460759396124,13344942.5,4.54489467,220.223565
116,261.6455950676867,22969545.392778136,57.20077259895049,22779552.4,0.0380392119,260.821662
117,216.69056222459207,14499334.855903938,130.6513915500409,11370167.7,2.19545529,194.292426
118,126.65282368981389,27875343.649496425,131.0980682124549,10530353.2,4.39490764,60.7270082
119,182.33915741261723,26595221.8847153,85.55984284508166,12461255.2,3.38815235,117.039373
120,230.32112438740157,9730774.293186024,128.28874793841692,8031568.7,1.83215667,213.052558
121,185.00385631532913,24304313.057319444,102.92538834099472,9823959.19,4.88441479,106.430496
122,179.27421901680125,17783494.399306394,93.41344433062372,11317774.2,2.40968078,139.030073
123,140.02932133454436,26885176.369558536,87.25175537486257,15772991.9,1.96433426,100.421088
124,345.52178801857326,13941225.106846813,141.52106234214608,13115728.6,0.838901002,339.278638
125,50.290954529275695,21595938.242258534,133.03313293115446,15407042.7,0.890020983,42.6488995
126,162.75017368979158,20612436.32037503,116.74086179393827,10018754.0,4.14733206,101.00923
127,265.329802166046,24042183.79719913,104.3862507281963,8218676.36,7.84109092,166.294252
128,280.40020935811765,23237036.888615146,70.60151986376515,14637066.8,2.57859738,235.190233
129,462.1941215309856,25733428.81877029,64.11401760132195,16332607.9,3.35736017,411.365543
130,331.599603216677,27428806.13751918,56.27654663469282,7791383.33,5.76385327,210.815285
131,370.16107275234015,17563800.586825527,55.729653748039006,12066661.8,2.0558721,331.4724
132,101.01190492023608,29169103.373395197,105.89660282532724,16051232.9,1.96800952,71.6660687
133,255.78068480576403,24455155.93439079,114.556402963107,10667172.4,6.64514676,178.156275
134,403.13253033047806,20711953.597809188,61.11760688215229,11901583.5,3.47013915,344.908368
135,158.30625358953873,18571916.674861066,52.441017820218036,14133677.8,0.751644652,134.420176
136,436.0656686907489,28376153.85800652,139.25651812129655,20025151.9,5.44457602,397.286815
137,350.56264769601427,28458084.708404943,146.95282196345067,13570368.8,9.83581097,275.218017
138,252.5406802729284,26561052.998505153,87.4852600904189,7812230.49,7.00973953,141.452444
139,127.00645335308741,18070367.747615933,79.69418313415565,10681873.9,1.73575784,84.3218876
140,275.39501285901486,25861618.23137881,60.42857656758876,9383107.51,4.42992341,180.270341
141,228.5644039271963,23109902.558309928,152.03244693108564,20223583.5,1.43600824,215.837401
142,263.8180428502011,20505638.481381275,67.42326841886667,9784162.9,3.65446418,194.422169
143,438.97913762572296,19676069.364354342,118.66316289888543,16450487.8,2.41533307,419.143523
144,233.62469736843036,29508158.44592242,50.50799225206778,15572188.2,2.12936713,174.36337
145,417.12483474424425,22766962.171304144,111.27017237658369,12371668.0,7.09332272,352.308506
146,495.81433777846377,24847871.23700712,125.24915140456419,11382988.4,11.4293991,408.957435
147,89.76564971120985,27941884.66258874,136.5255007960787,25029718.9,0.503426974,85.0215062
148,209.7881238144995,29461305.904088,147.78398971182105,17134164.0,4.89348442,161.073498
149,211.67085073892176,15569156.398643924,54.6661443717591,14719748.1,0.212308587,206.414232
150,440.71429742370685,20776291.74457448,118.96990093650608,8558398.51,11.1398022,347.596963
151,259.3469027859611,14624188.646664582,129.8938693620887,13226244.8,1.03777412,249.682186
152,73.20042930622812,25706150.343334176,147.8886727875211,17379679.4,1.48301583,59.8955705
153,426.1259697091202,21521545.54059259,152.897694800803,13036449.0,8.23294355,372.22154
154,201.81636815323003,20215384.31853108,69.12564126209404,9518331.01,3.08681701,134.543219
155,431.8744381272771,18451129.22645753,74.38986893183716,17530252.0,0.43368981,426.194036
156,477.4144655621399,10700372.656850794,95.32804987495808,10302358.3,0.437729562,473.191314
157,37.81415745745511,23056979.74869764,72.97373929546518,16001481.6,0.506667612,31.5642582
158,373.0187953977039,14138058.199262448,100.6222835695887,11468455.1,2.11960707,351.430724
159,210.96751107952278,25917565.60565261,53.536364645878976,8821858.82,3.2978841,115.666359
160,221.5364052870452,26509398.814680252,89.78322445168322,18156388.2,2.2436863,186.354383
161,285.3889449296919,11826952.140389256,154.24828614719723,10258865.4,1.86440603,271.749328
162,304.58499126946657,29428021.348946817,120.56807996530577,20994371.1,3.48914647,270.435112
163,36.71411204089479,18555210.16827873,84.68203916186599,13882625.5,0.403117555,31.8436013
164,54.309882671014385,13107431.240303371,96.37139405459854,10065415.0,0.441102724,43.9144665
165,501.78431711486496,27887065.758994795,95.1642902198237,10143328.9,11.1048454,390.182361
166,110.7202241057325,15163553.478557743,52.585507176275165,11184838.8,0.639843505,86.1543969
167,493.0886350398234,26055570.429267526,141.0269530330329,14027486.5,10.3622592,423.250237
168,188.12627754942002,29365853.914354023,132.711411966179,16590935.3,4.17973854,139.003053
169,369.00002094684106,26841109.805559658,111.24262418141858,24706264.9,0.94499579,360.058668
170,294.33487808391055,16878465.656058386,157.229432762328,14655348.5,1.90905877,280.302597
171,104.9791007666484,25302174.818167243,93.99318687467147,16057297.0,1.39244534,78.9756881
172,101.376810862653,29138026.901992578,149.39507511296102,11756456.3,3.840582,55.9984656
173,203.5267765768766,20590952.097128637,103.92891700487598,10901740.6,3.99703508,146.109157
174,456.3770646874942,23038171.658172287,112.82916304979202,16164425.1,4.60021691,416.842613
175,77.320558608035,28323939.848962244,136.9490933311821,10721932.6,2.99177023,44.235058
176,490.5537447553226,23411557.20326384,115.95335506458204,17816173.0,3.88167791,459.127421
177,105.44022285828163,18425947.405993324,62.01378922745092,15257585.0,0.423256944,91.8474509
178,214.53790452236265,26398042.33101542,131.90484206299598,12450194.9,6.00909626,146.471093
179,303.15838903032153,28271366.253177654,138.1784116544868,19908883.3,4.12590111,267.771075
180,405.6318470652517,9023792.97116152,84.9736424637083,8954024.54,0.071698516,404.819983
181,62.438129873537264,16110627.593549255,81.9180873683772,10803201.3,0.627322561,46.8257119
182,205.37528652020745,21743076.759478383,144.1012987684507,8920699.01,7.51390191,126.177221
183,315.44504401877697,16703832.946099985,52.64769081030835,10834081.8,1.98840133,272.900788
184,244.35893072919464,17198352.214052893,103.43764389847419,15025680.7,1.05315451,231.388256
185,234.47636870975273,10898643.332526125,155.67719657020888,7999677.07,3.55308174,206.564994
186,278.94144161033034,24911926.88671841,93.14706034982436,14762955.6,3.79757687,227.900331
187,221.7488294416967,21721542.12913099,122.32953215237734,12471283.0,4.42451646,170.453723
188,149.22932108393653,23064025.51204932,55.444823512296956,7570827.67,2.56731209,59.313468
189,384.2055206120129,11968455.842639469,99.76596780382191,10457246.4,1.39418734,370.233086
190,329.0277167433328,16682709.71713449,144.85894018274055,16521484.0,0.132843593,328.028913
191,413.0551331053038,24059693.37530701,140.2300596743668,14408687.3,7.55102239,358.101869
192,389.1953673031123,25932614.68640689,68.28343823193642,7622782.78,7.7506747,267.000882
193,481.1708522417172,27256094.8019944,82.16949430076319,10165802.4,9.07488835,373.792486
194,282.745541766452,20639007.405267373,59.224849880683564,11205606.2,2.83495214,224.028332
195,397.86607885404993,23881542.92196931,159.8384031631457,20690130.9,2.45169197,382.210697
196,35.142741753776654,29952098.44437197,122.68094337855744,16564049.2,1.53300675,25.6535763
197,44.62478561960411,29648207.764917552,110.57184551670485,11968702.5,1.92985194,28.6518443
198,386.2879137320855,17801781.604498234,67.23701397001913,12433301.1,2.44914178,348.782045
199,72.46550538980236,29002364.27604267,54.58110420886791,20392894.9,0.533742213,61.2389669
200,345.7857628287472,13084166.578912713,135.6536537384235,7435396.71,7.06286914,290.70694
201,197.7782452593766,23806394.559990015,120.1023912670415,20168724.4,1.24744631,182.631639
202,396.7107354484127,19794400.31693172,92.53628663899802,18950482.5,0.433346422,391.971793
203,123.5015127979107,12138490.218453988,128.7431434893894,11563364.5,0.306495395,119.350015
204,195.61514082483538,10278802.431161376,61.64215996953936,9851256.22,0.178534572,191.814143
205,249.28088983432008,28089244.86813243,134.23062491221037,21170156.4,2.80116689,222.079708
206,93.42824212162057,25555617.934729584,55.21172093481193,10762251.6,1.23882147,50.8520437
207,433.88003184802733,14692231.879343681,153.95592061500196,8530738.47,9.0388307,376.669716
208,287.41621037649963,12118465.44048683,68.95317058559701,11680423.0,0.219127846,283.839639
209,202.38413063798467,19651257.160257317,61.23380656648711,16378355.7,0.719649626,185.47559
210,169.34738984201522,16169831.534592142,139.30517491349582,7492096.09,5.70926367,103.387505
211,176.07799723027867,10004035.927646983,65.28874252722278,9598487.13,0.173162155,172.436072
212,437.7471232276452,22495315.01970867,114.32094824256,11411300.2,8.33994477,365.042502
213,224.39181597288714,28737542.70665827,115.1907591315881,28301860.7,0.125522884,222.965221
214,71.44803804940653,28706287.90533407,136.25350560218607,23787688.2,0.750416745,65.4431708
215,378.92877484949014,29471518.00405323,96.52383708877204,21059861.2,3.28527973,342.926083
216,234.02260991284655,27698048.13902658,69.0600671481847,11877434.9,3.75603944,156.191317
217,226.2096090182737,9623985.359214397,66.70755682576134,9255125.45,0.195213259,222.657012
218,414.7192700113611,26534333.067126427,86.53846823952645,13164896.9,6.26049039,340.222736
219,313.3364808483808,22333017.039756663,95.25394273147546,7889813.94,7.96369711,214.324814
220,88.22413610982697,27325994.2506548,141.6875082243194,22608227.1,0.85507791,80.1464946
221,96.55052870509208,24278907.479292814,97.2856036159566,10371877.8,2.21259406,50.70199
222,146.1432575114884,28975007.99531647,122.13379742672709,27727941.6,0.267949688,142.939164
223,143.58041976904403,21764318.954917666,117.19049622175456,11214906.4,3.38108055,89.5078213
224,398.969532399716,29544271.581084143,99.90602252148517,20972439.0,3.601821,361.741196
225,250.15965482146845,24751613.779249027,91.04557364623739,11249152.3,4.9524281,176.436954
226,70.11684557166951,11755784.483064875,114.43442871422548,11736149.3,0.00575665291,69.9975602
227,287.5151137130548,9531557.341488503,51.73738767864964,8487538.55,0.517039022,276.545414
228,183.2691673442072,19006506.13122031,147.16263096868593,11116448.2,4.4882232,135.532697
229,327.18521043094216,22210581.71268888,62.573247023087845,14895866.4,2.23804533,286.672573
230,111.11829284978327,19917810.860849343,149.46447829803753,12857986.0,2.31889727,79.5009092
231,437.9836487739274,22167493.137380056,121.73712466729302,9125272.87,11.3582597,344.607192
232,523.0870220010698,26069814.923502445,89.01387258997505,16960569.0,4.85039773,472.856832
233,366.989108075761,25123234.042832766,126.56804017844797,16207064.6,5.38772005,321.095461
234,492.7993441946455,23789882.84989441,151.26085783553367,13520214.2,10.1722151,429.114317
235,301.11639816152905,17749220.99762798,142.1678786493497,14828694.6,2.22013619,283.161199
236,335.12527079395517,29854401.73046211,151.15378268937815,17153450.5,7.4950418,278.483801
237,472.7099026246498,10242296.061567837,102.75124431425176,9341327.91,1.13165947,462.553998
238,487.0425249873602,26351482.502836987,109.29719043554718,22242955.9,2.29951417,467.317963
239,242.9322918808518,23581559.794790767,57.75366759293873,20212324.0,0.658417741,228.025961
240,360.76784746292515,24218150.64343344,92.12276804305482,17552238.4,2.88440806,326.972308
241,487.50021022057683,24818456.033508714,151.61841244716317,18084302.8,5.83869854,451.168658
242,288.25788572289383,21269876.751098488,158.67154034243237,19575370.6,1.12065165,279.893909
243,184.6584324149747,29588204.840427674,129.72337842512184,10470259.0,6.72835388,96.9632335
244,112.29920036476824,24757389.668964658,144.5551880669098,21062246.2,0.881564365,102.247829
245,287.75113258856555,14986114.84029281,157.71982043044122,13758459.6,1.15176417,279.33544
246,65.18045051096622,27778995.83542533,132.5703843356917,22460592.4,0.770474479,59.0188928
247,386.63422060409374,20437314.475704543,142.57893192055087,8806514.3,11.5592768,301.37326
248,396.8364941749212,29340299.872865856,102.22905014220291,10663913.8,9.96928008,292.640948
249,40.80551964652082,28241322.625401367,52.41350175147596,28004227.2,0.0117841241,40.636661
250,491.4716551952768,23765281.084177103,124.66297226342081,11704223.0,10.3231439,412.63755
251,443.8987416546316,19275366.85328581,73.65048088689922,10397035.9,4.96145159,377.774199
252,67.19556059982612,29562922.473995313,66.72072296711926,28231086.9,0.0951780884,65.8080955
253,248.3272719083944,24876255.82820328,126.51625318882249,18754463.0,2.63222912,221.075451
254,151.5425793725924,21377186.236445762,135.05848717560525,14742309.2,2.42993667,120.258314
255,185.55718882329867,17123811.617898185,140.9712687504662,13435819.5,2.07484267,163.531646
256,100.16371906137428,28913754.451684818,159.49085230243932,23977875.8,1.05872341,91.0771324
257,351.51266145680876,28623500.70222805,58.93602709392011,23252286.0,1.1925458,329.525151
258,429.7737732468282,22607416.065907214,74.03046869954763,15316772.9,3.15863372,387.292579
259,205.6858609551392,8491002.593204321,98.50643122055335,7408535.96,0.947872278,193.741772
260,66.15140435133264,25155412.460719075,124.02544426438027,13859298.1,1.63913965,48.5743032
261,356.7771106738677,13015897.898056723,75.78048349190772,9497987.01,2.30639107,325.141843
262,425.62113396892545,19101413.13854449,67.5860702991815,13786178.3,2.40807546,390.322471
263,423.9795348106082,22122695.504303776,80.499853910207,11691079.0,5.41271013,356.154905
264,117.9024435744571,28368809.956259288,94.36352575426966,23639134.0,0.687044777,106.975107
265,286.54293081930814,20860561.343758635,72.45480705732356,15190738.8,1.88646854,255.207472
266,497.0960920304358,23675794.268978015,150.6709542053792,9422715.02,16.0017423,395.920952
267,263.41715474548056,29057287.472806808,98.25028355600585,26917380.8,0.600753592,255.896214
268,523.5492226589197,29847292.21795409,121.55409150310967,21361376.9,5.25189955,483.923588
269,328.01866364378935,29799224.00266554,115.59530177781775,28763795.6,0.389018678,324.310459
270,165.1829134789929,15592077.552065302,50.937776859320095,8834457.72,1.56058566,115.937768
271,462.0166430805352,23559841.808908217,120.75061941201726,15148918.7,6.13304465,412.834844
272,468.0887611137711,15479908.663017355,127.20701914468393,8606936.54,8.47660803,404.7457
273,369.21848855989896,26328083.7979135,101.16375793261722,14485790.1,5.78359822,307.189602
274,333.06511232742866,11238572.630561035,140.33735207610914,9738712.7,1.89159307,318.882301
275,351.7340473254139,25953677.443678815,71.03103045814615,18445897.9,2.31189131,316.047361
276,505.9177526142392,15020485.348224454,83.71566208119643,9834418.8,4.32477331,458.365276
277,275.7276338096757,17458602.490942523,156.21488280587334,15444647.6,1.57454199,263.661545
278,51.52493453323697,14252736.4270249,108.71707390417286,8395801.18,0.856984776,35.2262197
279,236.83289583788738,27212929.89567649,147.59596284182646,12717242.0,7.3840235,166.319713
280,304.8103755980716,12060284.738282043,50.932670972586536,11055504.2,0.395278617,296.291621
281,469.80243958575204,29702646.25478313,121.6232098996213,22799973.6,3.86539169,439.444188
282,506.66733222449716,25486068.397296686,131.8686788479809,20445360.2,3.68425765,480.816957
283,426.40897911950753,13231816.950647019,55.7006053089536,8036000.4,2.97626004,374.355952
284,299.01039424333453,25579102.865239948,79.82796777566222,23097543.9,0.711185761,288.60432
285,360.64634988065063,24926632.726205412,124.38958680231387,8264730.0,12.1683703,251.812129
286,149.45394019958087,23465768.75883899,114.91760098455093,22137593.4,0.337310347,144.718157
287,160.42629271551658,22594699.414304625,122.75293311569035,11978664.9,3.76706475,106.714874
288,207.2373087053827,22974467.93880166,59.66103788465581,12536147.6,2.20064267,152.1819
289,242.52290303573295,28568961.506151248,149.16868902637418,7413847.29,12.4476728,121.909173
290,299.9014672469502,21806791.884407066,141.50306588971728,14170520.8,5.09953401,257.177168
291,304.2830264812581,19396122.89482088,98.13898695871092,19281005.2,0.0522373403,303.675473
292,156.08397143263193,24826467.59089413,155.83528412901762,23805784.9,0.342952493,152.65551
293,336.23239639967966,24078779.49312485,81.16064805360816,17942959.2,2.21139268,305.831237
294,347.52190776208647,22881210.532499775,98.74109844686902,21785801.3,0.474772956,342.329858
295,197.08736688786018,19062538.7666112,65.4907801894928,16115366.5,0.698470209,181.570736
296,279.8324244052917,20698059.61753418,94.1696079426803,11597460.7,4.25770671,224.099975
297,431.38008892761513,27585456.282362178,140.87619985526533,26071462.9,0.918834383,424.994861
298,60.49044959221946,29766460.212385967,143.87301841789142,26447533.3,0.494928423,57.3196935
299,284.2403470019682,10715116.244089035,107.22485766129975,9507121.43,1.09289384,272.852505
300,253.24274545185855,17807745.127989866,141.27413389052873,14680239.2,2.09098261,234.616639
301,364.20044690216474,27198886.087075986,50.555952800624524,14996334.3,2.85218113,302.487386
302,317.7554790042917,27675947.4883921,135.1577677326308,18216633.1,4.94086557,275.261479
303,274.35489086450775,28505296.96812505,141.37230609135213,18322288.5,4.85278371,231.094478
304,338.83403365422316,27119524.82184864,142.6331777467385,23230240.5,2.10330971,322.578222
305,57.7281122678159,19366514.359597467,68.42673767286635,17920141.9,0.116259382,55.4714678
306,516.8105381319267,28193000.10665501,118.45850536010154,21932965.2,3.83213652,487.089327
307,361.9688815224329,25905573.071099047,90.48515079468758,23374216.7,0.936156007,350.959508
308,274.97725205332324,24783872.23085344,93.9287029958695,24735344.1,0.0153242956,274.780455
309,142.99609485112933,18174944.009300083,58.158218530129105,8794671.43,1.90020151,82.3802403
310,412.47166338861933,12485824.69997755,133.82487354246283,12023336.4,0.554483119,408.43609
311,109.74932479641802,22738323.187837046,141.80756985246353,11648027.3,3.05939704,65.6023921
312,70.55433022273559,23671670.613959953,108.21344052177946,23595698.7,0.00975128319,70.4430077
313,495.21681714675753,26372014.02837455,106.93118171639225,13331838.0,8.62553218,418.504297
314,205.93091163781094,24472098.553471263,66.07234212751632,11618751.7,2.90253329,138.962626
315,52.527568828954216,19736465.50289568,63.74936951276792,14603088.9,0.370083341,45.0868381
316,88.95440709221614,24322712.134071257,63.90224759308769,21389188.1,0.257139856,82.9602301
317,86.57045213262367,14659079.988290511,118.0134511883036,8406537.72,1.94967148,46.7426901
318,171.2814382511106,24185125.871484265,125.53198473820726,10189983.8,5.32278322,97.7949084
319,393.52644526582947,18028703.03450886,93.7423217948508,13232921.1,2.99822372,360.879606
320,281.89704752509556,28966449.300494187,77.0348090964973,26498111.7,0.576352751,272.965964
321,329.6835577523965,23610163.82362117,129.1505099343958,10751729.2,8.72146125,251.978191
